"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"MVFRRUS","196513","12.5","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","196613","12.4","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","196713","12.4","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","196813","12.2","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","196913","12","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","197013","12","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","197113","12.1","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","197213","12","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","197313","11.9","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","197413","12","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","197513","12.2","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","197613","12.1","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","197713","12.3","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","197813","12.4","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","197913","12.5","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","198013","13.3","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","198113","13.6","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","198213","14.1","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","198313","14.2","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","198413","14.5","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","198513","14.6","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","198613","14.7","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","198713","15.1","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","198813","15.6","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","198913","15.9","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","199013","16.4","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","199113","16.9","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","199213","16.9","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","199313","16.7","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","199413","16.7","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","199513","16.8","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","199613","16.9","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","199713","17","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","199813","16.9","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","199913","16.7","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","200013","16.9","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","200113","17.1","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","200213","16.9","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","200313","17","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","200413","17.1","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","200513","17.1","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","200613","17.2","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","200713","17.2","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","200813","17.4","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","200913","17.6","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","201013","17.4","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","201113","17.5","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","201213","17.6","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","201313","17.6","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","201413","17.5","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","201513","17.9","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","201613","17.9","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","201713","18.1","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","201813","18.2","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","201913","18.1","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
"MVFRRUS","202013","18.2","12","All Motor Vehicles Fuel Economy","Miles per Gallon"
